Probe	E14.5_R1	E14.5_R2	Neonatal_R1	Neonatal_R2	Adult_R1	Adult_R2	TAC_R1	TAC_R2
Pik3ap1	77	89	289	118	258	140	309	358
Gm9788	0	0	0	0	0	0	0	0
Lcor	2072	2722	2627	3478	927	883	1026	1125
Gm340	369	464	309	344	149	125	212	185
AI606181	99	115	75	92	31	24	44	41
Slit1	9	9	21	12	6	12	13	16
Arhgap19	563	530	170	195	67	69	98	104
Frat2	177	168	115	160	13	18	16	13
Rrp12	943	879	660	893	237	217	522	501
Pgam1	1173	1176	452	446	201	235	362	330
Exosc1	322	281	230	244	101	110	153	132
Zdhhc16	337	323	225	274	117	113	141	136
Mms19	720	697	567	563	253	253	316	291
Ubtd1	477	624	897	886	202	161	236	273
Ankrd2	21	21	38	26	6	7	23	20
Hoga1	38	47	61	31	26	26	48	33
Morn4	62	78	29	32	12	10	23	19
Pi4k2a	446	529	458	525	188	194	237	215
Avpi1	106	105	70	72	61	62	75	54
Marveld1	327	319	246	249	173	178	175	185
Zfyve27	379	371	282	326	240	227	296	284
Sfrp5	25	10	1	1	9	8	1	0
Golga7b	12	12	9	13	5	8	11	10
AL603804.1	0	0	0	0	0	0	0	0
Mir3085	0	0	0	0	0	0	0	0
Crtac1	19	21	22	53	0	0	1	0
D19Ertd386e	724	897	1088	1136	785	842	852	889
Gm16541	4	14	24	17	19	14	23	15
Loxl4	9	11	39	38	11	18	61	36
Pyroxd2	119	112	76	84	34	27	48	28
Hps1	68	66	37	27	37	14	51	50
Gm16244	8	11	9	14	1	4	7	4
Hpse2	194	271	388	193	5	11	12	4
Gm6776	5	8	8	8	6	4	7	5
Cnnm1	7	18	21	11	0	0	0	1
Got1	1518	1598	1656	1508	3302	4115	2812	2992
Gm20467	0	0	0	0	0	0	0	0
Nkx2-3	0	0	0	1	0	0	0	0
AC138790.1	0	0	0	0	0	0	0	0
Slc25a28	332	327	272	278	188	217	218	233
Entpd7	207	245	333	280	55	60	81	86
Cox15	572	542	467	503	343	413	471	423
Cutc	57	44	65	80	160	194	172	143
Abcc2	2	5	12	4	1	0	1	0
Gm10768	2	0	0	0	0	0	0	0
Dnmbp	907	975	890	845	307	298	346	370
n-R5s21	0	0	0	0	0	0	0	0
Cpn1	8	12	4	6	0	3	0	0
Cyp2c44	5	7	12	5	1	1	3	2
Erlin1	447	480	351	409	158	176	251	263
Chuk	1961	2140	1429	1502	790	775	924	934
Cwf19l1	352	367	265	225	174	147	204	211
Bloc1s2	336	296	146	135	88	142	143	196
Pkd2l1	1	4	4	1	0	0	0	0
Scd3	7	7	9	11	5	3	4	7
AC123853.1	0	0	0	0	0	0	0	0
Scd2	2416	2429	1274	1356	226	178	328	297
Scd4	80	77	308	499	99	68	141	146
Scd1	101	105	156	82	293	82	186	174
Wnt8b	0	0	0	1	0	0	1	1
Sec31b	2127	1805	1840	2520	3262	3576	3245	3175
Hif1an	760	830	543	677	539	556	697	650
Pax2	2	1	2	0	0	0	2	0
Gm20395	0	0	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0	0	0
Fam178a	3030	3498	2703	3355	984	932	1208	1244
Sema4g	43	31	32	17	0	2	1	1
Mrpl43	211	184	145	178	165	189	212	192
Peo1	363	383	228	288	222	238	263	239
Lzts2	513	543	496	542	380	404	392	472
Pdzd7	7	10	12	6	5	5	12	14
Sfxn3	328	311	177	177	53	53	83	97
Kazald1	18	17	24	18	12	22	22	21
Tlx1	2	1	14	3	0	0	1	0
Gm20424	0	0	1	0	0	0	0	0
Lbx1	0	0	1	0	0	0	0	0
Btrc	1021	1263	1405	1305	663	674	828	783
Gm6807	9	6	4	5	1	2	3	2
Poll	93	106	55	41	74	61	86	68
Dpcd	242	226	149	162	139	151	179	154
Fbxw4	289	365	586	477	478	442	440	540
Fgf8	3	4	11	3	0	0	0	0
Npm3	264	250	114	119	68	96	78	93
Gm15491	139	149	54	63	66	40	63	54
Mgea5	5126	5388	2862	3693	1792	1919	2240	1864
Kcnip2	58	74	288	370	924	1075	804	888
9130011E15Rik	685	865	1075	1050	837	753	769	907
Hps6	51	51	35	39	19	32	36	41
Ldb1	1201	1073	698	832	321	298	343	363
Pprc1	780	870	612	757	143	132	156	201
Nolc1	1322	1252	789	772	271	294	363	340
Elovl3	3	0	3	5	0	0	0	0
Pitx3	4	3	14	7	1	1	0	1
Gbf1	1982	2447	2683	2965	1419	1326	1664	1782
Gm16726	16	17	15	17	8	4	8	9
Nfkb2	559	565	464	577	173	154	287	264
Psd	52	42	28	16	5	6	9	6
Fbxl15	32	28	25	17	16	11	17	13
Cuedc2	473	500	325	346	339	345	388	397
Tmem180	25	25	45	12	26	22	54	33
Actr1a	1463	1445	956	1077	696	706	886	833
Sufu	448	587	633	518	210	224	253	270
Trim8	876	979	584	692	359	382	466	464
Arl3	570	611	285	357	417	368	378	427
Sfxn2	146	142	101	69	137	175	145	154
D19Wsu162e	912	1014	1072	1142	713	886	709	702
Cyp17a1	5	3	3	4	0	0	2	0
2010012O05Rik	227	251	142	157	162	159	151	153
As3mt	422	402	284	344	576	647	580	517
Cnnm2	473	579	989	1216	296	313	361	314
Nt5c2	2923	3264	1726	2145	1030	1071	1602	1452
Ina	5	7	8	11	0	0	0	0
Pcgf6	214	209	117	142	55	47	98	86
Taf5	508	510	281	358	121	125	121	138
Usmg5	2509	2327	1779	2392	2521	2891	2482	2739
Pdcd11	1061	1022	699	802	409	395	467	483
Calhm2	114	144	151	100	143	114	137	174
Calhm1	0	0	0	0	0	0	0	0
AC124724.1	0	0	0	0	0	0	0	0
Gm6970	0	0	0	0	0	0	0	0
Neurl1a	103	102	64	42	29	35	26	32
Sh3pxd2a	2186	2627	3446	2924	1262	1180	1425	1501
Obfc1	437	445	333	327	315	280	325	380
Slk	6118	6407	6583	7738	3970	4189	5237	5182
Gm16068	57	79	60	96	47	40	44	59
Col17a1	20	32	16	17	7	0	1	4
Sfr1	1361	1319	675	721	507	540	588	560
Wdr96	759	796	710	696	244	255	419	328
Gsto1	352	350	284	334	454	497	560	527
Gsto2	41	44	63	37	21	22	21	25
Ccdc147	16	14	38	24	3	6	8	1
Sorcs3	63	68	36	23	3	1	16	3
Rpl13a-ps1	5	5	4	3	0	1	2	2
Sorcs1	135	208	95	192	32	31	87	75
Ins1	0	0	0	0	0	0	0	0
Xpnpep1	1525	1473	1040	994	518	511	655	606
Add3	3991	4621	4104	4798	1493	1240	1824	1696
Mxi1	758	836	844	843	513	551	564	530
Gm10197	3	4	2	3	1	6	6	6
Smndc1	1088	1107	716	760	241	272	350	325
Dusp5	844	859	608	854	117	153	120	125
Nutf2-ps1	5	5	0	3	1	3	3	3
Smc3	4265	4319	2243	2706	993	968	1203	1144
Rbm20	10220	12711	11071	13786	10302	9244	9561	9523
Gm16299	20	30	21	34	30	18	19	16
Pdcd4	2022	2150	1263	1943	614	544	679	675
Bbip1	515	486	387	388	301	349	365	361
Shoc2	2401	3201	2566	3635	795	743	1017	1054
Adra2a	18	33	12	16	0	0	0	0
Gpam	491	504	855	1037	2252	2184	2563	2160
Tectb	0	0	2	1	9	4	1	7
Gucy2g	6	5	29	11	0	1	3	1
Acsl5	1160	1194	947	823	255	229	414	441
Zdhhc6	606	634	437	451	285	318	410	365
Vti1a	1300	1732	2521	2171	1398	1203	1556	1612
Tcf7l2	2157	3116	3504	3913	1149	912	1192	1175
Habp2	14	17	11	12	17	9	24	27
Nrap	8221	7616	8438	11995	11299	12037	23979	19633
Gm17197	23	22	21	31	43	24	94	57
Casp7	441	512	383	339	188	136	248	234
9930023K05Rik	10	3	9	5	0	0	1	0
Dclre1a	304	290	306	281	204	181	183	187
Nhlrc2	1283	1446	1234	1233	683	741	886	834
Adrb1	157	140	145	190	112	105	127	105
Gm6990	0	0	0	0	1	0	0	0
A630007B06Rik	2236	2358	1954	2260	883	1005	1220	1069
Tdrd1	25	35	25	19	0	0	4	2
Vwa2	25	23	11	4	0	0	0	0
Afap1l2	122	138	480	322	63	49	139	121
Ablim1	4252	5392	9309	9429	8822	9105	9110	9236
Fam160b1	1115	1174	819	911	334	276	403	368
Trub1	237	278	216	176	191	231	213	230
Atrnl1	4284	6345	7527	7344	2301	2200	2228	2270
Gm16277	2	7	1	0	0	1	0	0
Gfra1	229	283	292	157	137	140	50	63
1700011F14Rik	7	2	0	0	0	0	0	0
Pnlip	0	0	1	0	0	0	0	0
Pnliprp1	5	4	8	11	0	1	1	0
Pnliprp2	1	0	4	0	0	0	0	0
1700019N19Rik	0	2	8	0	1	0	0	0
Hspa12a	497	579	673	534	444	436	494	424
Mir3086	0	0	0	0	0	0	0	0
Eno4	3	5	2	2	0	0	1	1
4930506M07Rik	114	150	78	71	203	147	203	221
Vax1	0	0	0	0	0	0	0	0
Kcnk18	0	0	0	1	0	0	0	0
Slc18a2	192	189	99	120	25	32	13	22
Pdzd8	1941	2416	1966	2034	714	781	966	909
Rps12-ps3	97	109	46	53	34	29	45	38
Emx2os	3	4	4	4	1	1	1	3
Emx2	0	0	1	0	0	0	0	0
Gm17203	6	7	9	11	17	14	11	12
Rab11fip2	481	584	543	497	348	360	457	404
Gm4219	2	2	3	1	0	0	1	0
E330013P04Rik	3	3	5	6	1	0	4	0
D19Ertd737e	1041	1145	721	816	445	489	540	511
Prlhr	0	0	0	0	0	0	0	0
2700078E11Rik	2109	2583	1964	2445	716	777	914	881
AC108409.1	0	0	0	0	0	0	0	1
Nanos1	63	89	59	74	6	0	6	8
Eif3a	9928	9119	5155	6171	2389	2508	3729	3436
Fam45a	334	301	301	301	201	174	266	237
Sfxn4	87	83	82	74	163	165	127	128
Prdx3	814	771	641	773	1277	1405	1245	1203
Grk5	1766	2421	4296	4695	1040	995	2105	2053
5830428H23Rik	394	462	521	430	549	488	739	659
AC165327.2	13	17	17	12	6	7	12	8
Gm6020	0	0	0	0	0	0	0	0
Csf2ra	63	57	35	23	62	59	60	79
CR555305.1	0	0	0	1	0	0	0	0
mt-Tf	8	8	10	7	21	21	12	12
mt-Rnr1	4983	5487	34417	18166	43916	29199	17498	33190
mt-Tv	13	14	17	19	59	121	40	203
mt-Rnr2	42522	46792	223565	126032	366541	253919	169819	309386
mt-Tl1	51	49	58	34	91	59	55	60
mt-Nd1	7267	6309	17016	8615	56504	48660	24825	34629
mt-Tq	17	13	14	12	98	71	33	60
mt-Tm	25	25	44	31	142	109	68	78
mt-Nd2	7712	6234	16098	9997	45953	34299	18175	28881
mt-Ta	9	8	9	8	33	10	11	24
mt-Tn	12	15	7	11	117	32	30	74
mt-Tc	16	12	3	9	105	25	18	64
mt-Ty	9	10	7	9	119	34	21	48
mt-Co1	18078	21657	51861	32042	161485	142504	90892	113938
mt-Ts1	14	9	11	10	140	36	24	88
mt-Td	0	0	0	0	7	5	2	2
mt-Co2	73	85	149	111	2571	2897	2019	937
mt-Tk	9	7	10	6	24	16	14	22
mt-Atp8	3697	3103	9798	6125	26492	23248	13315	18355
mt-Tg	101	334	177	217	3548	2817	3156	2924
mt-Nd3	159	162	192	125	951	920	744	658
mt-Tr	1	1	1	2	28	26	8	11
mt-Nd4l	4817	4194	13820	9497	45071	31328	18691	28335
mt-Th	16	9	10	13	34	44	26	30
mt-Ts2	21	9	8	8	33	34	22	31
mt-Nd5	8453	7643	23389	13700	53927	38051	23863	35451
mt-Nd6	2660	2428	9550	5935	16425	14398	7324	12724
mt-Te	52	46	55	43	362	205	136	194
mt-Cytb	5987	5418	15435	10183	48884	32969	21433	32031
mt-Tt	26	19	8	13	21	21	23	14
mt-Tp	87	84	84	89	429	317	287	357
CU915260.1	0	0	0	0	0	0	0	0
CU928961.1	0	0	0	0	0	0	0	0
Gm14346	0	0	0	0	0	0	0	0
Gm14345	0	0	0	0	0	0	0	0
Gm14351	0	0	0	0	0	0	0	0
Gm3701	0	0	0	0	0	0	0	0
Gm3706	0	0	0	0	0	0	0	0
Gm14347	0	0	0	0	0	0	0	0
Gm10921	0	0	0	0	0	0	0	0
Gm10922	0	0	0	0	0	0	0	0
Gm3750	0	0	0	0	0	0	0	0
Gm3763	0	0	0	0	0	0	0	0
Mycs	0	0	0	0	0	0	0	0
Gm14374	0	0	0	0	0	0	0	0
Nudt11	130	127	37	49	13	24	17	24
AU022751	0	1	0	0	0	0	0	0
n-R5s2	0	0	0	0	0	0	0	0
Nudt10	81	79	31	35	13	13	8	5
Bmp15	6	2	8	5	0	0	0	1
Shroom4	1292	1815	2807	2266	520	486	612	669
Dgkk	494	711	182	212	0	0	0	0
Ccnb3	57	76	18	16	0	0	1	0
Akap4	1	1	0	2	0	0	0	0
Clcn5	3398	4337	2707	3144	305	253	306	344
Usp27x	133	142	46	59	4	4	8	14
Gm14379	2	0	3	1	0	0	1	2
2010204K13Rik	90	85	25	32	1	1	6	3
Ppp1r3f	388	395	275	271	222	245	250	226
4930524L23Rik	15	10	20	6	4	1	6	4
Cacna1f	0	0	0	0	0	0	0	0
Syp	16	13	15	16	8	23	15	20
Gm14703	11	12	10	10	16	21	16	12
Prickle3	125	158	126	130	209	252	210	218
Plp2	293	319	126	142	43	51	119	90
Magix	2	2	17	10	157	170	123	144
Gpkow	697	691	456	525	234	230	287	286
Gm14720	420	341	197	249	156	167	157	159
Praf2	123	126	62	38	20	19	34	38
Ccdc120	102	111	20	36	4	2	10	9
Tfe3	467	424	305	332	140	119	150	160
Gripap1	632	572	526	473	463	431	466	496
Kcnd1	12	17	13	4	4	4	8	7
Otud5	1171	1237	843	949	323	343	386	411
Pim2	88	89	80	98	23	19	19	27
Slc35a2	164	184	119	98	64	74	86	79
Pqbp1	633	552	323	377	200	180	239	212
Timm17b	218	232	122	143	130	142	150	131
Gm10491	9	10	12	6	1	0	5	6
Gm10490	3	3	2	1	0	0	0	2
Pcsk1n	3	1	1	0	0	0	0	0
Eras	1	0	4	2	0	0	0	0
Hdac6	756	752	383	550	171	152	257	233
Gata1	9	7	0	0	0	0	0	0
Glod5	2	7	5	4	0	0	0	0
Gm14820	55	54	18	20	8	4	11	10
Suv39h1	602	601	234	287	78	72	88	84
Was	33	28	23	16	35	24	45	55
Gm6787	7	7	9	7	0	0	2	2
Wdr13	747	761	596	722	441	422	566	453
Rbm3	4597	4701	2713	3239	770	745	1103	1023
2900002K06Rik	37	45	16	20	7	7	3	2
Tbc1d25	158	172	137	156	48	54	63	62
Ebp	197	180	113	111	117	98	125	137
Porcn	39	34	17	25	22	23	30	30
Ftsj1	216	202	143	161	85	87	88	101
Slc38a5	60	50	35	21	2	2	1	2
Ssxb10	0	0	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0	0	0
Gm14459	0	0	0	0	0	0	0	0
Ssxb6	0	0	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0	0	0
Ssx9	0	0	0	0	0	0	0	0
Ssxb5	0	0	0	0	0	0	0	0
Gm6592	0	0	0	0	0	0	0	0
Gm5751	0	1	1	1	0	0	0	0
B630019K06Rik	20	25	8	14	2	4	5	2
Gm5634	0	0	0	0	0	0	0	0
Gm14511	0	0	0	0	0	0	0	0
Gm14458	0	0	0	0	0	0	0	0
Fthl17	0	0	0	0	0	0	0	0
Gm5635	0	0	0	0	0	0	0	0
4930402K13Rik	0	0	0	0	0	0	0	0
Lancl3	568	781	954	1409	62	97	66	76
Gm14862	6	11	4	7	1	1	0	0
Xk	171	222	241	319	136	185	179	146
Gm14501	0	0	0	0	0	0	0	0
Cybb	89	109	263	177	452	324	567	637
Gm5132	0	0	0	0	0	0	0	0
Dynlt3	698	700	461	525	463	489	640	566
1700054O13Rik	0	2	0	0	0	0	0	0
4930557A04Rik	0	0	0	0	0	0	0	0
Sytl5	38	57	21	24	11	13	14	15
Srpx	550	601	534	473	272	266	346	283
Otc	0	0	2	0	0	0	0	0
Tspan7	730	850	2098	2262	777	764	870	830
Mid1ip1	351	325	235	240	742	775	602	625
Gm14493	11	12	4	3	47	46	37	29
Gm14483	0	0	0	0	0	0	0	0
Gm14474	0	0	0	0	0	0	0	0
Gm14477	0	0	0	0	0	0	0	0
Gm14476	0	0	0	0	0	0	0	0
Gm14484	0	0	0	0	0	0	0	0
Gm14479	0	0	0	0	0	0	0	0
Gm14482	0	0	0	0	0	0	0	0
Gm14478	0	0	0	0	0	0	0	0
Gm14475	0	0	0	0	0	0	0	0
Gm4906	0	0	0	0	0	0	0	0
AL671492.1	0	0	0	0	0	0	0	0
Bcor	2290	2471	1885	2281	526	522	613	571
Gm14635	0	0	0	0	0	0	0	0
Atp6ap2	924	963	804	746	244	283	372	389
1810030O07Rik	485	586	394	499	232	190	266	251
Med14	2914	3656	2966	3349	829	772	1046	1092
Gm14634	38	76	74	42	35	32	41	22
AL662925.1	0	0	0	0	0	0	0	0
5730405O15Rik	21	10	21	18	17	18	24	34
Usp9x	9086	10873	7464	9083	4242	4376	5943	5139
n-R5s3	0	0	0	0	0	0	0	0
Ddx3x	15561	14422	7091	9273	2730	2657	3662	3405
Nyx	5	10	22	13	7	7	9	5
Cask	2356	3465	3015	3066	884	797	1049	1175
Gpr34	7	8	8	6	87	51	124	97
AL671117.1	0	0	0	0	0	0	0	0
Gpr82	3	4	2	5	0	2	5	8
Gm5382	0	0	0	0	0	0	0	0
Gm14505	1	0	0	0	0	0	0	0
AL732400.1	0	0	0	0	0	0	0	0
Drr1	0	0	1	0	0	2	1	0
Cypt1	0	0	0	0	0	0	0	0
Maoa	831	981	573	620	116	96	130	132
Maob	200	197	133	228	657	716	442	423
Ndp	4	8	10	8	1	0	0	1
Efhc2	16	21	22	20	11	23	21	12
Fundc1	364	388	308	357	417	377	445	446
Dusp21	0	0	0	0	0	0	0	0
Kdm6a	4165	5290	5178	6332	1057	1055	1137	1163
n-R5s5	0	0	0	0	0	0	0	0
4930578C19Rik	30	23	170	52	171	117	213	191
Mir221	0	0	0	1	0	0	0	0
Mir222	0	0	0	0	0	0	0	0
Gm14636	81	103	236	275	57	70	126	118
BC049702	0	0	0	0	0	0	0	0
Chst7	107	106	215	149	39	33	62	74
Slc9a7	1158	1604	1362	2338	159	112	242	190
Rp2h	495	536	343	398	217	212	350	297
Phf16	974	1211	862	1148	113	105	143	160
Rgn	9	17	19	19	2	12	4	2
Ndufb11	592	562	480	667	721	755	748	732
Rbm10	1081	1151	767	885	286	303	325	385
Uba1	4425	4135	2254	2733	1364	1351	1679	1537
Cdk16	1278	1315	877	1103	755	730	961	834
Usp11	845	766	310	341	105	116	109	112
Araf	723	771	564	528	543	518	664	620
AL671885.1	0	0	0	0	0	0	0	0
Syn1	22	39	55	27	7	3	12	16
Timp1	195	191	128	110	10	4	134	121
Cfp	65	79	50	38	60	39	49	50
Elk1	606	588	412	436	308	329	362	325
A230072C01Rik	70	88	94	108	70	80	74	91
Zfp182	146	193	279	246	180	185	258	275
Spaca5	0	1	1	0	0	0	0	0
Zfp300	33	39	47	32	17	13	29	13
Ssxa1	0	0	0	0	0	0	0	0
AL671922.1	0	0	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0	0	0
Gm6938	4	11	0	0	1	0	0	0
Agtr2	43	51	28	15	0	0	0	0
Slc6a14	93	90	25	108	5	4	3	0
Klhl13	1271	1472	939	1100	331	375	362	354
Wdr44	1177	1595	1483	1992	543	541	630	731
Gm4907	0	1	8	8	1	1	2	1
Gm4985	0	0	0	0	0	0	0	0
AL773580.1	0	0	0	0	0	0	0	0
AL671211.1	0	0	0	0	0	0	0	0
Gm5934	0	0	0	0	0	0	0	0
Gm4297	1	0	0	0	0	0	0	0
RP23-367O24.1	0	0	0	0	0	0	0	0
Gm5169	0	0	0	0	0	0	0	0
CT954250.1	0	0	0	0	0	0	0	0
Gm5935	0	0	0	0	0	0	0	0
E330010L02Rik	0	0	0	0	0	0	0	0
Gm5168	0	0	0	0	0	0	0	0
Gm2012	0	0	0	0	0	0	0	0
BX571729.1	0	0	0	0	0	0	0	0
Gm2030	0	0	0	0	0	0	0	0
Slx	0	0	0	0	0	0	0	0
Gm14525	0	0	0	0	0	0	0	0
Gm6121	0	0	0	0	0	0	0	0
Gm10230	0	0	0	0	0	0	0	0
Gm2101	0	0	0	0	0	0	0	0
Gm10058	0	0	0	0	0	0	0	0
Gm2117	0	0	0	0	0	0	0	0
Gm4836	0	0	0	0	0	0	0	0
Gm10147	0	0	0	0	0	0	0	0
Gm2165	0	0	0	0	0	0	0	0
Gm10096	0	0	0	0	0	0	0	0
Gm2200	0	0	0	0	0	0	0	0
Gm3669	0	0	0	0	0	0	0	0
Gm10488	0	0	0	0	0	0	0	0
Gm3677	0	0	0	0	0	0	0	0
Gm14632	0	0	0	0	0	0	0	0
Gm7437	0	0	0	0	0	0	0	0
Gm14974	0	0	0	0	0	0	0	0
Gm10487	0	0	0	0	0	0	0	0
CT867956.1	0	0	0	0	0	0	0	0
Gm2790	0	0	0	0	0	0	0	0
Gm2784	0	0	0	0	0	0	0	0
Gm2777	0	0	0	0	0	0	0	0
CT963124.1	0	0	0	0	0	0	0	0
CT963124.3	0	0	0	0	0	0	0	0
CT963124.2	0	0	0	0	0	0	0	0
CT868697.1	0	0	0	0	0	0	0	0
Gm2799	0	0	0	0	0	0	0	0
Gmcl1l	0	0	0	0	0	0	0	0
CU468592.1	0	0	0	0	0	0	0	0
FQ976806.1	0	0	0	0	0	0	0	0
CT867960.1	0	0	0	0	0	0	0	0
Gm2825	0	0	0	0	0	0	0	0
AC125209.1	0	0	0	0	0	0	0	0
Gm2863	0	0	0	0	0	0	0	0
Gm2882	0	0	0	0	0	0	0	0
Gm2913	0	0	0	0	0	0	0	0
Gm2927	0	0	0	0	0	0	0	0
Gm2933	0	0	0	0	0	0	0	0
Gm2964	0	0	0	0	0	0	0	0
CT868734.1	0	0	0	0	0	0	0	0
CU019598.1	0	0	0	0	0	0	0	0
CU019598.2	0	0	0	0	0	0	0	0
CU013521.1	0	0	0	0	0	0	0	0
Gm14552	0	0	0	0	0	0	0	0
Gm10486	0	0	0	0	0	0	0	0
Gm2309	0	0	0	0	0	0	0	0
Gm14553	0	0	0	0	0	0	0	0
Gm14819	0	0	0	0	0	0	0	0
Dock11	1731	2184	2292	1476	521	377	639	735
Il13ra1	1250	1356	1145	1743	733	732	1464	1148
Zcchc12	71	70	5	15	0	0	0	1
Lonrf3	281	397	549	554	60	65	50	59
Gm6268	0	0	0	0	0	0	0	0
Gm14569	0	0	3	1	0	0	1	1
Pgrmc1	898	941	465	568	161	136	185	183
Akap17b	293	318	279	226	107	119	237	177
Slc25a43	23	23	41	21	9	15	16	10
AL450399.1	0	0	0	0	0	0	0	0
Slc25a5	3800	3384	2213	2876	1064	1163	1586	1448
Gm14549	0	5	0	1	0	0	0	0
C330007P06Rik	949	1129	764	704	373	378	489	469
Ube2a	373	391	320	407	171	199	212	219
Nkrf	194	236	199	158	57	58	100	80
Gm15008	3	3	5	1	0	0	0	0
6-Sep	2343	2529	1324	1681	154	138	249	230
Sowahd	0	0	0	2	0	0	0	0
AL589767.1	4	4	5	1	1	2	1	2
Rpl39	3623	3222	1454	1527	533	571	820	849
Upf3b	806	721	421	470	269	271	283	308
Nkap	527	502	326	384	244	248	290	284
Akap14	5	12	7	6	3	2	0	0
Ndufa1	361	340	302	427	538	562	546	546
Rnf113a1	39	31	20	13	9	12	14	11
Gm9	0	0	0	0	0	0	0	0
Rhox1	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0	0	0
Rhox4a	0	1	0	0	0	0	0	0
AL808139.2	0	0	0	0	0	0	0	0
AL808139.1	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	2	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0
Rhox3a	0	0	2	0	0	0	0	0
Rhox4e	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	2	0	0	0
Rhox3h	0	0	1	1	0	0	0	0
Rhox2h	0	0	0	0	0	4	0	0
Rhox5	34	38	41	24	12	9	15	21
Rhox6	0	0	0	0	0	0	0	0
Rhox7	0	0	0	0	0	0	0	0
Rhox8	2	1	6	5	2	2	8	3
Gm14543	0	0	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0	0	0
4930525M21Rik	0	0	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0	0	0
Rhox10	0	0	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0	0	0
Rhox12	0	0	1	0	0	0	0	0
Rhox13	0	0	0	0	0	0	0	0
Zbtb33	520	590	371	433	187	176	208	205
Fam70a	597	581	558	420	10	20	28	24
Mir3110	0	0	0	0	0	0	0	0
Atp1b4	12	13	34	33	3	0	3	0
Lamp2	3122	3401	3528	4332	2081	2165	2552	2437
Gm7598	6	9	9	15	13	13	18	8
Cul4b	1840	1902	1278	1555	474	494	672	632
Mcts1	265	268	249	238	273	242	365	362
C1galt1c1	222	212	156	154	106	99	104	111
Gm14565	26	32	38	39	15	13	12	17
AL590633.1	0	0	0	0	0	0	0	0
6030498E09Rik	34	50	33	19	0	0	0	0
Cypt15	0	0	0	0	0	0	0	0
AL671889.2	0	0	0	0	0	0	0	0
Gm14643	6	3	7	2	4	0	8	1
AL671889.1	0	0	0	0	0	0	0	0
Gria3	791	1058	458	321	128	135	281	268
Thoc2	4577	5248	4050	4280	1660	1524	2020	1983
Xiap	1444	1733	2130	2062	799	708	938	942
Stag2	8411	9523	6498	7832	2307	2257	2807	2795
Sh2d1a	2	9	4	23	1	0	2	3
Gm10483	0	0	0	0	0	0	0	0
Odz1	11	15	15	18	3	5	12	2
Gm362	0	0	0	0	0	0	0	0
Dcaf12l2	20	17	1	4	1	0	1	0
Dcaf12l1	117	122	43	67	53	49	39	34
1110059M19Rik	0	2	0	0	0	0	0	0
4930515L19Rik	1	0	0	0	0	0	0	0
Actrt1	0	0	0	0	0	0	0	0
Gm4987	12	15	4	7	5	4	4	5
Smarca1	1761	1898	530	709	37	43	75	66
Ocrl	583	663	621	554	397	454	418	442
Apln	210	192	217	100	91	108	114	97
Xpnpep2	23	23	15	26	38	26	7	21
Sash3	32	39	16	26	34	12	38	47
Zdhhc9	326	393	297	402	215	206	371	306
Utp14a	904	869	657	589	319	314	403	442
Bcorl1	492	622	631	768	181	131	215	208
Elf4	1227	1507	1245	1344	190	153	365	402
Aifm1	2198	1938	1437	1768	1333	1458	1443	1427
Rab33a	12	17	8	11	2	1	3	1
Zfp280c	709	809	747	752	295	325	342	392
Slc25a14	232	259	159	142	66	67	94	79
Gpr119	1	0	0	0	0	0	0	2
Rbmx2	208	231	100	103	51	34	66	49
Gm595	2	3	0	2	0	0	0	0
Enox2	401	592	1006	845	1083	1048	1095	1182
Gm14696	1	3	5	0	0	0	1	0
Arhgap36	46	44	74	102	0	0	1	0
Olfr1320	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0
Igsf1	44	37	16	34	156	137	267	205
n-R5s6	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0	0	0
AL833788.1	0	0	0	0	0	0	0	0
AL833788.2	0	0	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0	0
6720401G13Rik	1104	1125	771	794	582	621	607	636
2610018G03Rik	497	519	111	209	78	37	45	60
Frmd7	14	13	23	12	20	11	18	18
